source_page,accession_id,strain_name,is_reference,is_complete,strand,length,gc_percentage,n_percentage,lineage_clade,sequencing_technology,assembly_method,coverage,submission_date,bioproject_id,database_source,gender,age,collection_date,isolation_source,country,region,taxon_name,taxon_id
"https://www.ncbi.nlm.nih.gov/nuccore/MT577012.1","MT577012.1","SARS-CoV-2/human/IND/773/2020",false,true,"positive",29886,37.98,0,,"Illumina","CLC GENOMICS WORKBENCH v. 11.0","N/D","2020-03-14","N/D","GenBank","N/D","N/D","2020-01-01","N/D","India","Delhi","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT577013.1","MT577013.1","SARS-CoV-2/human/IND/777/2020",false,true,"positive",29892,37.98,0,,"Illumina","CLC GENOMICS WORKBENCH v. 11.0","N/D","2020-03-14","N/D","GenBank","N/D","N/D","2020-01-01","N/D","India","Delhi","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT577014.1","MT577014.1","SARS-CoV-2/human/IND/781/2020",false,true,"positive",29882,37.99,0,,"Illumina","CLC GENOMICS WORKBENCH v. 11.0","N/D","2020-03-14","N/D","GenBank","N/D","N/D","2020-01-01","N/D","India","Delhi","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT577015.1","MT577015.1","SARS-CoV-2/human/IND/32/2020",false,true,"positive",29897,37.96,0,,"Illumina","CLC GENOMICS WORKBENCH v. 11.0","N/D","2020-03-14","N/D","GenBank","N/D","N/D","2020-01-01","N/D","India","Uttar Pradesh","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT577016.1","MT577016.1","SARS-CoV-2/human/IND/906/2020",false,false,"positive",29882,38,1.71,,"Illumina","CLC GENOMICS WORKBENCH v. 11.0","N/D","2020-03-14","N/D","GenBank","N/D","N/D","2020-01-01","N/D","India","Telangana","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT594112.1","MT594112.1","SARS-CoV-2/human/IND/GBRC158/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-08","PRJNA625669","GenBank","female",50,"2020-05-27","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607244.1","MT607244.1","SARS-CoV-2/human/IND/GBRC169b/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",72,"2020-06-05","oro-pharyngeal swab","India","Gandhinagar","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607249.1","MT607249.1","SARS-CoV-2/human/IND/GBRC170a/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",70,"2020-06-05","oro-pharyngeal swab","India","Kadi","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607250.1","MT607250.1","SARS-CoV-2/human/IND/GBRC170b/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",70,"2020-06-05","oro-pharyngeal swab","India","Kadi","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607251.1","MT607251.1","SARS-CoV-2/human/IND/GBRC169a/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",72,"2020-06-05","oro-pharyngeal swab","India","Gandhinagar","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607601.1","MT607601.1","SARS-CoV-2/human/IND/GBRC174a/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",42,"2020-06-05","oro-pharyngeal swab","India","Gandhinagar","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607602.1","MT607602.1","SARS-CoV-2/human/IND/GBRC172/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",62,"2020-06-05","oro-pharyngeal swab","India","Kalol","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607603.1","MT607603.1","SARS-CoV-2/human/IND/GBRC178b/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","female",62,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607604.1","MT607604.1","SARS-CoV-2/human/IND/GBRC179b/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",70,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607605.1","MT607605.1","SARS-CoV-2/human/IND/GBRC181b/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",61,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607606.1","MT607606.1","SARS-CoV-2/human/IND/GBRC180a/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","female",60,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607607.1","MT607607.1","SARS-CoV-2/human/IND/GBRC177b/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","female",57,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607608.1","MT607608.1","SARS-CoV-2/human/IND/GBRC182a/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",49,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607609.1","MT607609.1","SARS-CoV-2/human/IND/GBRC177a/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","female",57,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607610.1","MT607610.1","SARS-CoV-2/human/IND/GBRC174b/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",42,"2020-06-05","oro-pharyngeal swab","India","Gandhinagar","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607611.1","MT607611.1","SARS-CoV-2/human/IND/GBRC183a/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","female",60,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607612.1","MT607612.1","SARS-CoV-2/human/IND/GBRC171/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",45,"2020-06-05","oro-pharyngeal swab","India","Gandhinagar","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607613.1","MT607613.1","SARS-CoV-2/human/IND/GBRC173a/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","female",55,"2020-06-05","oro-pharyngeal swab","India","Kalol","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607614.1","MT607614.1","SARS-CoV-2/human/IND/GBRC179a/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",70,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607615.1","MT607615.1","SARS-CoV-2/human/IND/GBRC175/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","female",44,"2020-06-05","oro-pharyngeal swab","India","Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607616.1","MT607616.1","SARS-CoV-2/human/IND/GBRC173b/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","female",55,"2020-06-05","oro-pharyngeal swab","India","Kalol","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607617.1","MT607617.1","SARS-CoV-2/human/IND/GBRC181a/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",61,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607618.1","MT607618.1","SARS-CoV-2/human/IND/GBRC176/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",77,"2020-06-05","oro-pharyngeal swab","India","Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607619.1","MT607619.1","SARS-CoV-2/human/IND/GBRC182b/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","male",49,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607620.1","MT607620.1","SARS-CoV-2/human/IND/GBRC180b/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","female",60,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT607621.1","MT607621.1","SARS-CoV-2/human/IND/GBRC178a/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","female",62,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT608648.1","MT608648.1","SARS-CoV-2/human/IND/GBRC183b/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-15","PRJNA625669","GenBank","female",60,"2020-06-03","oro-pharyngeal swab","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635269.1","MT635269.1","SARS-CoV-2/human/IND/GBRC186a/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",65,"2020-06-03","oro-pharyngeal swab","India","Gujarat, Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635270.1","MT635270.1","SARS-CoV-2/human/IND/GBRC184/2020",false,true,"positive",29800,37.98,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",48,"2020-05-27","oro-pharyngeal swab","India","Gujarat, Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635271.1","MT635271.1","SARS-CoV-2/human/IND/GBRC185b/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",31,"2020-06-03","oro-pharyngeal swab","India","Gujarat, Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635272.1","MT635272.1","SARS-CoV-2/human/IND/GBRC186b/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",65,"2020-06-03","oro-pharyngeal swab","India","Gujarat, Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635328.1","MT635328.1","SARS-CoV-2/human/IND/GBRC185a/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",31,"2020-06-03","oro-pharyngeal swab","India","Gujarat, Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635339.1","MT635339.1","SARS-CoV-2/human/IND/GBRC192/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","female",66,"2020-06-05","oro-pharyngeal swab","India","Gujarat, Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635391.1","MT635391.1","SARS-CoV-2/human/IND/GBRC191b/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",67,"2020-06-05","oro-pharyngeal swab","India","Gujarat, Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635392.1","MT635392.1","SARS-CoV-2/human/IND/GBRC193b/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",61,"2020-06-03","oro-pharyngeal swab","India","Gujarat, Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635393.1","MT635393.1","SARS-CoV-2/human/IND/GBRC193a/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",61,"2020-06-03","oro-pharyngeal swab","India","Gujarat, Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635397.1","MT635397.1","SARS-CoV-2/human/IND/GBRC187b/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","female",60,"2020-06-05","oro-pharyngeal swab","India","Gujarat, Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635403.1","MT635403.1","SARS-CoV-2/human/IND/GBRC188/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",58,"2020-06-05","oro-pharyngeal swab","India","Gujarat, Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635404.1","MT635404.1","SARS-CoV-2/human/IND/GBRC197/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",63,"2020-06-08","oro-pharyngeal swab","India","Gujarat, Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635405.1","MT635405.1","SARS-CoV-2/human/IND/GBRC195a/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",48,"2020-06-08","oro-pharyngeal swab","India","Gujarat, Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635406.1","MT635406.1","SARS-CoV-2/human/IND/GBRC191a/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",67,"2020-06-05","oro-pharyngeal swab","India","Gujarat, Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635407.1","MT635407.1","SARS-CoV-2/human/IND/GBRC195b/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",48,"2020-06-08","oro-pharyngeal swab","India","Gujarat, Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635408.1","MT635408.1","SARS-CoV-2/human/IND/GBRC190/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",70,"2020-06-05","oro-pharyngeal swab","India","Gujarat, Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635409.1","MT635409.1","SARS-CoV-2/human/IND/GBRC198/2020",false,true,"positive",29796,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",65,"2020-06-08","oro-pharyngeal swab","India","Gujarat, Nadiad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635410.1","MT635410.1","SARS-CoV-2/human/IND/GBRC196/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",42,"2020-06-08","oro-pharyngeal swab","India","Gujarat, Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635855.1","MT635855.1","SARS-CoV-2/human/IND/GBRC201a/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","female",54,"2020-06-08","oro-pharyngeal swab","India","Gujarat, Mahemdavad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635856.1","MT635856.1","SARS-CoV-2/human/IND/GBRC202/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",37,"2020-06-05","oro-pharyngeal swab","India","Gujarat, Dhanera","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635857.1","MT635857.1","SARS-CoV-2/human/IND/GBRC201b/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","female",54,"2020-06-08","oro-pharyngeal swab","India","Gujarat, Mahemdavad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT635858.1","MT635858.1","SARS-CoV-2/human/IND/GBRC199/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-18","PRJNA625669","GenBank","male",50,"2020-06-08","oro-pharyngeal swab","India","Gujarat, Nadiad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664117.1","MT664117.1","SARS-CoV-2/human/IND/GBRC204a/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","female",54,"2020-06-07","oro-pharyngeal swab","India","Palanpur","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664118.1","MT664118.1","SARS-CoV-2/human/IND/GBRC204b/2020",false,true,"positive",29800,37.98,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","female",54,"2020-06-07","oro-pharyngeal swab","India","Palanpur","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664143.1","MT664143.1","SARS-CoV-2/human/IND/GBRC205a/2020",false,true,"positive",29796,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",70,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664161.1","MT664161.1","SARS-CoV-2/human/IND/GBRC205b/2020",false,true,"positive",29796,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",70,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664169.1","MT664169.1","SARS-CoV-2/human/IND/GBRC206/2020",false,true,"positive",29800,38.02,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",33,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664170.1","MT664170.1","SARS-CoV-2/human/IND/GBRC207a/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","female",55,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664172.1","MT664172.1","SARS-CoV-2/human/IND/GBRC207b/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","female",55,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664197.1","MT664197.1","SARS-CoV-2/human/IND/GBRC208a/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",45,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664201.1","MT664201.1","SARS-CoV-2/human/IND/GBRC208b/2020",false,true,"positive",29800,37.98,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",45,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664202.1","MT664202.1","SARS-CoV-2/human/IND/GBRC209a/2020",false,true,"positive",29796,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",55,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664203.1","MT664203.1","SARS-CoV-2/human/IND/GBRC209b/2020",false,true,"positive",29796,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",55,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664205.1","MT664205.1","SARS-CoV-2/human/IND/GBRC210a/2020",false,true,"positive",29762,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",57,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664209.1","MT664209.1","SARS-CoV-2/human/IND/GBRC210b/2020",false,true,"positive",29762,38.02,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",57,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664727.1","MT664727.1","SARS-CoV-2/human/IND/GBRC214a/2020",false,true,"positive",29796,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",32,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664729.1","MT664729.1","SARS-CoV-2/human/IND/GBRC214b/2020",false,true,"positive",29796,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",32,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664774.1","MT664774.1","SARS-CoV-2/human/IND/GBRC215/2020",false,true,"positive",29799,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",35,"2020-06-05","oro-pharyngeal swab","India","Bharuch","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664793.1","MT664793.1","SARS-CoV-2/human/IND/GBRC213a/2020",false,true,"positive",29800,38.03,0.42,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",40,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664795.1","MT664795.1","SARS-CoV-2/human/IND/GBRC213b/2020",false,true,"positive",29800,38.04,0.42,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",40,"2020-06-11","oro-pharyngeal swab","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT664796.1","MT664796.1","SARS-CoV-2/human/IND/GBRC216a/2020",false,true,"positive",29762,38,0,,"IonTorrent","CLC Genomics Workbench v. 12","N/D","2020-06-25","PRJNA625669","GenBank","male",38,"2020-06-08","oro-pharyngeal swab","India","Vadodara","Severe acute respiratory syndrome coronavirus 2",2697049
